"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"2012","2012","42 years","42","Male","M",5142,2185851,235.240
"Total","2012","2012","42 years","42",,,8437,4384022,192.449
,"2012","2012","43 years","43","Female","F",3508,2089016,167.926
,"2012","2012","43 years","43","Male","M",5398,2069535,260.832
"Total","2012","2012","43 years","43",,,8906,4158551,214.161
,"2012","2012","44 years","44","Female","F",3736,2049632,182.277
,"2012","2012","44 years","44","Male","M",5778,2026572,285.112
"Total","2012","2012","44 years","44",,,9514,4076204,233.403
,"2012","2012","45 years","45","Female","F",4176,2060421,202.677
,"2012","2012","45 years","45","Male","M",6260,2024091,309.275
"Total","2012","2012","45 years","45",,,10436,4084512,255.502
,"2012","2012","46 years","46","Female","F",4666,2100030,222.187
,"2012","2012","46 years","46","Male","M",7167,2065705,346.952
"Total","2012","2012","46 years","46",,,11833,4165735,284.056
,"2012","2012","47 years","47","Female","F",5404,2230790,242.246
,"2012","2012","47 years","47","Male","M",8320,2190557,379.812
"Total","2012","2012","47 years","47",,,13724,4421347,310.403
,"2012","2012","48 years","48","Female","F",6159,2283327,269.738
,"2012","2012","48 years","48","Male","M",9404,2224991,422.653
"Total","2012","2012","48 years","48",,,15563,4508318,345.206
,"2012","2012","49 years","49","Female","F",6687,2288286,292.227
,"2012","2012","49 years","49","Male","M",10236,2221281,460.815
"Total","2012","2012","49 years","49",,,16923,4509567,375.269
,"2012","2012","50 years","50","Female","F",7385,2288813,322.656
,"2012","2012","50 years","50","Male","M",11516,2216795,519.489
"Total","2012","2012","50 years","50",,,18901,4505608,419.499
,"2012","2012","51 years","51","Female","F",8173,2324789,351.559
,"2012","2012","51 years","51","Male","M",12718,2241462,567.398
"Total","2012","2012","51 years","51",,,20891,4566251,457.509
,"2012","2012","52 years","52","Female","F",8648,2342152,369.233
,"2012","2012","52 years","52","Male","M",13670,2267371,602.901
"Total","2012","2012","52 years","52",,,22318,4609523,484.172
,"2012","2012","53 years","53","Female","F",9119,2275082,400.821
,"2012","2012","53 years","53","Male","M",14419,2184843,659.956
"Total","2012","2012","53 years","53",,,23538,4459925,527.767
,"2012","2012","54 years","54","Female","F",9832,2268178,433.476
,"2012","2012","54 years","54","Male","M",15504,2169774,714.544
"Total","2012","2012","54 years","54",,,25336,4437952,570.894
,"2012","2012","55 years","55","Female","F",10465,2251970,464.704
,"2012","2012","55 years","55","Male","M",16982,2141280,793.077
"Total","2012","2012","55 years","55",,,27447,4393250,624.754
,"2012","2012","56 years","56","Female","F",11110,2179804,509.679
,"2012","2012","56 years","56","Male","M",17497,2060591,849.125
"Total","2012","2012","56 years","56",,,28607,4240395,674.631
,"2012","2012","57 years","57","Female","F",11452,2165714,528.786
,"2012","2012","57 years","57","Male","M",18287,2041891,895.591
"Total","2012","2012","57 years","57",,,29739,4207605,706.792
,"2012","2012","58 years","58","Female","F",11875,2089942,568.198
,"2012","2012","58 years","58","Male","M",19214,1950176,985.244
"Total","2012","2012","58 years","58",,,31089,4040118,769.507
,"2012","2012","59 years","59","Female","F",12333,2016678,611.550
,"2012","2012","59 years","59","Male","M",19763,1874471,1054.324
"Total","2012","2012","59 years","59",,,32096,3891149,824.846
,"2012","2012","60 years","60","Female","F",12860,1942997,661.864
,"2012","2012","60 years","60","Male","M",20375,1802492,1130.379
"Total","2012","2012","60 years","60",,,33235,3745489,887.334
,"2012","2012","61 years","61","Female","F",13443,1893029,710.132
,"2012","2012","61 years","61","Male","M",20848,1742427,1196.492
"Total","2012","2012","61 years","61",,,34291,3635456,943.238
,"2012","2012","62 years","62","Female","F",13856,1851190,748.492
,"2012","2012","62 years","62","Male","M",21706,1703249,1274.388
"Total","2012","2012","62 years","62",,,35562,3554439,1000.495
,"2012","2012","63 years","63","Female","F",15102,1803760,837.251
,"2012","2012","63 years","63","Male","M",22438,1650927,1359.115
"Total","2012","2012","63 years","63",,,37540,3454687,1086.640
,"2012","2012","64 years","64","Female","F",16159,1788224,903.634
,"2012","2012","64 years","64","Male","M",23841,1635390,1457.817
"Total","2012","2012","64 years","64",,,40000,3423614,1168.356
,"2012","2012","65 years","65","Female","F",17897,1866012,959.104
,"2012","2012","65 years","65","Male","M",25435,1704827,1491.940
"Total","2012","2012","65 years","65",,,43332,3570839,1213.496
,"2012","2012","66 years","66","Female","F",15381,1388112,1108.052
,"2012","2012","66 years","66","Male","M",21560,1252872,1720.846
"Total","2012","2012","66 years","66",,,36941,2640984,1398.759
,"2012","2012","67 years","67","Female","F",15983,1377451,1160.332
,"2012","2012","67 years","67","Male","M",22227,1231618,1804.699
"Total","2012","2012","67 years","67",,,38210,2609069,1464.507
,"2012","2012","68 years","68","Female","F",17908,1350715,1325.816
,"2012","2012","68 years","68","Male","M",23802,1196231,1989.749
"Total","2012","2012","68 years","68",,,41710,2546946,1637.648
,"2012","2012","69 years","69","Female","F",19406,1388207,1397.918
,"2012","2012","69 years","69","Male","M",25891,1221308,2119.940
"Total","2012","2012","69 years","69",,,45297,2609515,1735.840
,"2012","2012","70 years","70","Female","F",19152,1219998,1569.839
,"2012","2012","70 years","70","Male","M",24721,1059582,2333.090
"Total","2012","2012","70 years","70",,,43873,2279580,1924.609
,"2012","2012","71 years","71","Female","F",19421,1126530,1723.967
,"2012","2012","71 years","71","Male","M",24478,961546,2545.692
"Total","2012","2012","71 years","71",,,43899,2088076,2102.366
,"2012","2012","72 years","72","Female","F",19729,1072341,1839.807
,"2012","2012","72 years","72","Male","M",24875,907557,2740.875
"Total","2012","2012","72 years","72",,,44604,1979898,2252.843
,"2012","2012","73 years","73","Female","F",20487,1012526,2023.355
,"2012","2012","73 years","73","Male","M",25535,855045,2986.393
"Total","2012","2012","73 years","73",,,46022,1867571,2464.270
,"2012","2012","74 years","74","Female","F",22047,980638,2248.230
,"2012","2012","74 years","74","Male","M",26411,812276,3251.481
"Total","2012","2012","74 years","74",,,48458,1792914,2702.751
,"2012","2012","75 years","75","Female","F",22852,913735,2500.944
,"2012","2012","75 years","75","Male","M",26619,744120,3577.246
"Total","2012","2012","75 years","75",,,49471,1657855,2984.037
,"2012","2012","76 years","76","Female","F",24558,882203,2783.713
,"2012","2012","76 years","76","Male","M",27670,705802,3920.363
"Total","2012","2012","76 years","76",,,52228,1588005,3288.907
,"2012","2012","77 years","77","Female","F",26267,857778,3062.214
,"2012","2012","77 years","77","Male","M",29068,670017,4338.397
"Total","2012","2012","77 years","77",,,55335,1527795,3621.886
,"2012","2012","78 years","78","Female","F",26622,779324,3416.037
,"2012","2012","78 years","78","Male","M",28667,598648,4788.624
"Total","2012","2012","78 years","78",,,55289,1377972,4012.346
,"2012","2012","79 years","79","Female","F",29213,765091,3818.239
,"2012","2012","79 years","79","Male","M",30400,572865,5306.660
"Total","2012","2012","79 years","79",,,59613,1337956,4455.528
,"2012","2012","80 years","80","Female","F",31478,741823,4243.330
,"2012","2012","80 years","80","Male","M",31593,541837,5830.720
"Total","2012","2012","80 years","80",,,63071,1283660,4913.373
,"2012","2012","81 years","81","Female","F",33702,718468,4690.814
,"2012","2012","81 years","81","Male","M",33010,509952,6473.158
"Total","2012","2012","81 years","81",,,66712,1228420,5430.716
,"2012","2012","82 years","82","Female","F",36596,702105,5212.326
,"2012","2012","82 years","82","Male","M",34147,482074,7083.352
"Total","2012","2012","82 years","82",,,70743,1184179,5974.012
,"2012","2012","83 years","83","Female","F",37835,645544,5860.948
,"2012","2012","83 years","83","Male","M",34486,429149,8035.904
"Total","2012","2012","83 years","83",,,72321,1074693,6729.457
,"2012","2012","84 years","84","Female","F",40624,618413,6569.073
,"2012","2012","84 years","84","Male","M",35021,393686,8895.668
"Total","2012","2012","84 years","84",,,75645,1012099,7474.071
,"2012","2012","85 years","85","Female","F",42498,Not Applicable,Not Applicable
,"2012","2012","85 years","85","Male","M",34609,Not Applicable,Not Applicable
"Total","2012","2012","85 years","85",,,77107,Not Applicable,Not Applicable
,"2012","2012","86 years","86","Female","F",43897,Not Applicable,Not Applicable
,"2012","2012","86 years","86","Male","M",33604,Not Applicable,Not Applicable
"Total","2012","2012","86 years","86",,,77501,Not Applicable,Not Applicable
,"2012","2012","87 years","87","Female","F",45483,Not Applicable,Not Applicable
